SerialNumber,MaterialNameandSpecificationModel,Unit:Yuan-Unit,Unit:Yuan-20142ndQuarterComprehensiveInformationPrice
428,Irradiated plastic copper core wire BYJ(F)-1.5,m,1.16
429,Irradiated plastic copper core wire BYJ(F)-2.5,m,1.923
430,Irradiated plastic copper core wire BYJ(F)-4,m,3.073
431,Irradiated plastic copper core wire BYJ(F)-6,m,4.448
432,Irradiated plastic copper core wire BYJ(F)-10,m,7.285
433,Irradiated plastic copper core wire BYJ(F)-16,m,10.294
434,Irradiated plastic copper core wire BYJ(F)-25,m,16.547
435,Irradiated plastic copper core wire BYJ(F)-35,m,21.457
436,Irradiated plastic copper core wire BYJ(F)-50,m,30.376
437,Irradiated plastic copper core wire BYJ(F)-70,m,42.045
438,Irradiated plastic copper core wire BYJ(F)-95,m,57.055
439,Cross-linked polyethylene power cable YJV 3*35+2*16,m,86.174
440,Cross-linked polyethylene power cable YJV 3*50+2*25,m,125.5
441,Cross-linked polyethylene power cable YJV 3*70+2*35,m,171.917
442,Cross-linked polyethylene power cable YJV 3*25+1*16,m,60.816
443,Cross-linked polyethylene power cable YJV 3*185+2*95,m,452.357
444,Low Smoke Halogen-Free (Cross-linked) Power Cable WDZ YJE 3*50+2*25,m,131.087
445,Low Smoke Halogen-Free (Cross-linked) Power Cable WDZ YJE 5*16,m,54.799
446,Low Smoke Halogen-Free (Cross-linked) Power Cable WDZ YJE 4*95+50,m,272.919
447,Low Smoke Halogen-Free (Cross-linked) Power Cable WDZ YJE 4*50+25,m,146.13
"Water, electricity, oil","Water, electricity, oil","Water, electricity, oil","Water, electricity, oil"
448,Water,m3,2.13
449,Electricity,kwh,0.55
450,Diesel 0#,kg,7.943
451,-10# Diesel,kg,8.42
452,Diesel -20#,kg,8.817
453,Diesel -35#,kg,9.136
454,Gasoline 90#,kg,8.653
455,93# Gasoline,kg,9.172
456,97# Gasoline,kg,9.692
457,Petroleum Asphalt 90#,t,5810.0
"Note: 1. The main materials for plastic-steel doors and windows: triethylene ethylene rubber strips; profile wall thickness is 2.5mm; galvanized steel subframe 1.5mm; 4mm float glass (vacuum glass); hardware accessories are medium-grade or above. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   2. The main materials for aluminum alloy doors and windows: profile wall thickness 1.4mm, steel supplementary frame wall thickness 1.8mm; hardware accessories are domestic medium-grade or above; 5mm float glass (vacuum glass). Profiles are YT65 domestic powder-coated heat-insulating profiles. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   3. All materials in this guidance price information are products with complete three certificates.  
   4. The ""price information"" in this appendix is the difference between the budget price and the budget price within the quota; the price difference is taxed only.  
   5. The ""price information"" in this appendix requires conversion if the actual unit price is needed; the conversion density is determined through negotiation between the parties.","Note: 1. The main materials for plastic-steel doors and windows: triethylene ethylene rubber strips; profile wall thickness is 2.5mm; galvanized steel subframe 1.5mm; 4mm float glass (vacuum glass); hardware accessories are medium-grade or above. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   2. The main materials for aluminum alloy doors and windows: profile wall thickness 1.4mm, steel supplementary frame wall thickness 1.8mm; hardware accessories are domestic medium-grade or above; 5mm float glass (vacuum glass). Profiles are YT65 domestic powder-coated heat-insulating profiles. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   3. All materials in this guidance price information are products with complete three certificates.  
   4. The ""price information"" in this appendix is the difference between the budget price and the budget price within the quota; the price difference is taxed only.  
   5. The ""price information"" in this appendix requires conversion if the actual unit price is needed; the conversion density is determined through negotiation between the parties.","Note: 1. The main materials for plastic-steel doors and windows: triethylene ethylene rubber strips; profile wall thickness is 2.5mm; galvanized steel subframe 1.5mm; 4mm float glass (vacuum glass); hardware accessories are medium-grade or above. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   2. The main materials for aluminum alloy doors and windows: profile wall thickness 1.4mm, steel supplementary frame wall thickness 1.8mm; hardware accessories are domestic medium-grade or above; 5mm float glass (vacuum glass). Profiles are YT65 domestic powder-coated heat-insulating profiles. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   3. All materials in this guidance price information are products with complete three certificates.  
   4. The ""price information"" in this appendix is the difference between the budget price and the budget price within the quota; the price difference is taxed only.  
   5. The ""price information"" in this appendix requires conversion if the actual unit price is needed; the conversion density is determined through negotiation between the parties.","Note: 1. The main materials for plastic-steel doors and windows: triethylene ethylene rubber strips; profile wall thickness is 2.5mm; galvanized steel subframe 1.5mm; 4mm float glass (vacuum glass); hardware accessories are medium-grade or above. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   2. The main materials for aluminum alloy doors and windows: profile wall thickness 1.4mm, steel supplementary frame wall thickness 1.8mm; hardware accessories are domestic medium-grade or above; 5mm float glass (vacuum glass). Profiles are YT65 domestic powder-coated heat-insulating profiles. It includes installation, foaming agent, and auxiliary materials (connectors, screws, packaging, nails, springs, etc.).  
   3. All materials in this guidance price information are products with complete three certificates.  
   4. The ""price information"" in this appendix is the difference between the budget price and the budget price within the quota; the price difference is taxed only.  
   5. The ""price information"" in this appendix requires conversion if the actual unit price is needed; the conversion density is determined through negotiation between the parties."
