Unnamed: 0,Unnamed: 1,"If insurer is not listed, please contact Special Funds."
B,W498257,LENOX HILL HOSPITAL
B,W499040,LIBBEY GLASS INC
B,W499073,L BRANDS SERVICE COMPANY LLC
B,W499750,LIPE ROLLWAY CORP
B,W501333,CAMDEN WIRE COMPANY
B,W509004,LOBLAW INC
B,W511505,LONG ISLAND LIGHTING CO (1995)
B,W512503,LONG TERM CARE RISK MGMT GROUP
B,W515506,LOWE'S HOME CENTERS LLC
B,W516132,LUCENT TECHNOLOGIES INC
B,W517387,"MAGNA POWERTRAIN USA, INC"
B,W517569,KEYSPAN CORPORATION
B,W517601,MARMON INDUSTRIAL CORPORATION
B,W517627,MARRIOTT INTERNATIONAL INC
B,W519383,JOHN T MATHER MEM HOSPITAL OF PORT JEFF
B,W519508,MATLACK INC
B,W519698,MAY DEPARTMENT STORES CO
B,W519722,T MARZETTI COMPANY
B,W520506,MCGRATH SERVICES CORP
B,W520571,MCGUIRE GROUP TRUST
A,W520605,MEAD CORPORATION
B,W520696,MCWANE INC
B,W520720,PREFERRED MANUFACTURERS INS TRUST FD
B,W520746,MEMORIAL SLOAN KETTERING CANCER CTR
B,W520829,METROPOLITAN MUSEUM OF ART
B,W520852,MERRILL LYNCH & CO INC & SUB
B,W521256,METRO NY COLLEGE AND UNIV WC GROUP
B,W521504,SPECIAL TRADES CONTR & CONST TRUST
B,W522759,MOBIL CORPORATION
B,W524003,MOBIL OIL CORPORATION
B,W537005,N L INDUSTRIES INC
B,W537500,NYSARC INC CHAUTAUQUA CHAPTER (1994)
B,W537633,NYSARC INC CHAUTAUQUA CHAPTER (2008)
B,W537757,NYAHSA SERVICES INC SI TRUST
B,W537823,NY TRANSPORTATION WORKERS COMP TRUST
B,W537880,NYU HOSPITALS CENTER
B,W538003,NABISCO INC
B,W539001,NASSAU METALS CORPORATION
B,W541254,NATIONAL FUEL GAS COMPANY
B,W541502,NATIONAL FUEL GAS COMPANY
B,W548002,NEPTUNE WORLD WIDE MOVING
B,W548507,NEW YORK MCDONALDS OPER WC TRUST
B,W549257,NEW ERA CAP CO INC
B,W549638,NEW PROCESS GEAR INC (2004)
B,W549943,NEW YORK BUS OPERATORS COMP TRUST
B,W550503,NEW YORK OPERATORS SELF INS TRUST
B,W551006,NEW YORK LUMBERMENS INS TRUST FUND
B,W552509,NEW YORK NEWS INC
B,W552632,NEW YORK STATE MOTOR ASSOC COMP TRUST
B,W552756,NEW YORK STATE HEALTH PROVIDERS WC TRUST
B,W552889,BUILDING EXTERIOR SERVICES TRUST OF NY
B,W553002,VERIZON NEW YORK INC
F,W554000,NEW YORK UNIVERSITY
F,W554299,NEW YORK CHOICE SELF-INS TRUST
F,W554828,NEW YORK PETROLEUM ASSOC COMP TRUST
F,W555064,NIAGARA BUSINESS TRUST
F,W555122,NIAGARA FALLS MEMORIAL MEDICAL CENTER
F,W555502,TOPS MARKETS INC
F,W556500,NATIONAL GRID USA
F,W557417,NORDSTROM INC
F,W557789,PHILIPS ELECTRONICS NORTH AMERICA CORP
F,W557862,SAINT-GOBAIN ABRASIVES INC
F,W558092,PROCTER & GAMBLE PHARMACEUTICALS
F,W558381,NYSARC WORKERS COMPENSATION TRUST
F,W558555,OHI WORKERS COMPENSATION TRUST
F,W558605,O-AT-KA MILK COOPERATIVE INC
F,W558696,OCCIDENTAL CHEMICAL CORP
F,W558720,OLDCASTLE INC
F,W559009,OLIN CORPORATION
F,W559256,OUR LADY OF VICTORY HOMES OF CHARITY INC
F,W559504,ONEIDA LTD
F,W560502,ORANGE & ROCKLAND UTILITIES INC
F,W560759,OSWEGO HOSPITAL
F,W561500,OUR LADY OF LOURDES MEMORIAL HOSPITAL
F,W561633,OUR LADY OF VICTORY HOSP OF LACKAWANNA
F,W561757,OWENS ILLINOIS INC 1987
F,W562250,OWENS CORNING
F,W562508,OWENS ILLINOIS INC
F,W565253,VISITING NURSE SERVICE OF NEW YORK
F,W565386,UNITY HEALTH SYSTEM
F,W565501,PARKER HANNIFIN CORPORATION
F,W565691,PATHMARK STORES INC
F,W566004,PENN DIXIE INDUSTRIES INC
F,W568078,PEOPLE INC
F,W569255,PFALTZGRAFF CO
F,W570253,PITTWAY CORPORATION
F,W572622,PRESBYTERIAN HOSPITAL IN THE CITY OF NY
F,W572887,PRESTON TRUCKING CO INC 1990
F,W572945,PRICE COMPANY
F,W573000,PROCTER AND GAMBLE MANUFACTURING CO
F,W574255,QUALEX INC
F,W576003,RAILWAY EXPRESS AGENCY INC
F,W576250,RALSTON PURINA COMPANY
F,W576755,RAYMOND CORP
F,W577506,USF RED STAR INC
F,W579007,LTV STEEL COMPANY INC
F,W580005,REST INN SAFETY PLAN INC
F,W580500,RETAILER OF NEW YORK WC TRUST
F,W581003,REVERE COPPER & BRASS INC
F,W586002,ROADWAY EXPRESS INC
F,W586259,FEDEX GROUND PACKAGE SYSTEM INC
F,W587505,ROCHESTER INSTITUTE OF TECHNOLOGY
F,W588008,FRONTIER CORPORATION
F,W589501,UNIVERSITY OF ROCHESTER (1979)
F,W591002,ROCKEFELLER UNIVERSITY
F,W591127,ROMAN CATHOLIC DIOCESE OF ALBANY
F,W591192,ROMAN CATHOLIC DIOCESE OF BUFFALO
F,W591259,ROMAN CATHOLIC ARCHDIOCESE OF NEW YORK
F,W591374,ROMAN CATHOLIC ARCHDIOCESE OF OGDENSBURG
F,W591382,ROMAN CATHOLIC DIOCESE OF BROOKLYN
F,W591408,ROMAN CATHOLIC DIOCESE OF ROCHESTER
F,W591432,ROMAN CATHOLIC DIOCESE OF ROCKVILLE CTR
F,W591507,ROMAN CATHOLIC DIOCESE OF SYRACUSE
F,W592133,ROSINA FOOD PRODUCTS INC
F,W592257,ROSWELL PARK CANCER INSTITUTE CORP
F,W595755,RYDER SYSTEMS INC
F,W596258,P I E NATIONWIDE INC
F,W596845,ST BARNABAS COMMUNITY ENTERPRISES INC
F,W596878,SKF USA INC
F,W596944,ST JOSEPHS HOSPITAL
F,W597009,SJM HOLDING CORPORATION
F,W597256,ST LUKES MEMORIAL HOSPITAL CTR
F,W597538,ST LUKES-ROOSEVELT HOSP CTR
F,W597561,ST MARYS HOSPITAL AT AMSTERDAM
F,W597629,ROCHESTER ST MARYS HOSP OF SIST CHARITY
F,W597751,ST MARYS HOSPITAL OF TROY
F,W600258,SAMARITAN-KEEP NURSING HOME INC
F,W600381,NORTHEAST HEALTH WORKERS COMP PLAN
F,W600720,SAXON INDUSTRIES INC
F,W600944,SCOTT PAPER COMPANY
F,W601009,SEALRIGHT CO INC
F,W604003,SEARS ROEBUCK & COMPANY
F,W607501,LEHMAN BROTHERS INC
F,W608004,SHELL OIL COMPANY
F,W610505,SHOPWELL INC
F,W615009,SINGER COMPANY
F,W616502,SISTERS OF CHARITY HOSPITAL OF BUFFALO
F,W616635,SISTERS OF ST FRANCIS HEALTHCARE GROUP
F,W616882,SNYDER TANK CORP
F,W617500,SOCIETY OF THE NEW YORK HOSPITAL
F,W617757,SONOCO PRODUCTS CO
F,W626758,STANDARD PRODUCTS CO
F,W627756,STARBUCKS CORPORATION
F,W628002,STAR SUPERMARKETS INC
F,W629133,STATEN ISLAND UNIVERSITY HOSPITAL
F,W629257,CARBORUNDUM COMPANY (1989)
F,W629505,STOP AND SHOP COMPANIES INC
F,W630503,STEWARTS SHOPS CORP
F,W630750,STEWARTS MARKETING CORP
F,W633507,STROEHMANN BAKERIES INC
F,W633754,SUGAR CREEK CORP
F,W634000,SUPERMARKETS GENERAL HOLDINGS CORP
F,W638225,SWIFT TRANSPORTATION CO LLC
F,W639504,SYRACUSE UNIVERSITY
F,W640387,USF HOLLAND INC
F,W645501,TIMES MIRROR COMPANY
F,W646509,CAYUGA MEDICAL CENTER AT ITHACA
F,W648000,TRANSAMERICAN FREIGHT LINES INC
F,W650006,TRICO PRODUCTS CORPORATION
F,W651046,US MANAGEMENT WC INC
F,W651160,UNIFRAX CORP (1997)
F,W653000,UNITED AIRLINES
F,W655500,NEW YORK UNITED HOSPITAL MEDICAL CENTER
F,W659007,UNITED STATES STEEL CORP
F,W662035,HUMAN SERVICES SELF INSURANCE TRUST FUND
F,W662068,UPSTATE NIAGARA COOPERATIVE INC
F,W662092,NY COLLEGE AND UNIVERSITY RISK MGMT GRP
F,W662126,VERMONT AMERICAN CORPORATION
F,W662191,WNY HOSPITAL RISK MGMT GROUP
F,W665509,WEGMANS FOOD MARKET INC
F,W667257,WEIS MARKETS INC
F,W669006,AT AND T TECHNOLOGIES INC
F,W676001,WESTINGHOUSE ELECTRIC CORP
F,W677009,MEADWESTVACO CORPORATION
F,W677504,WEYERHAEUSER COMPANY
F,W678254,WHITE CASTLE SYSTEMS INC
F,W678759,M WILE & COMPANY INC
F,W687503,XEROX CORPORATION
F,W688006,YELLOW TRANSPORTATION INC
F,W800502,ADIRONDACK CENTRAL SCHOOL
F,W800759,ALBANY CITY SCHOOL DISTRICT
F,W801005,CITY OF ALBANY NEW YORK
F,W801500,COUNTY OF ALBANY
F,W801633,ALBION CENTRAL SCHOOL DIST
F,W801690,ALDEN CENTRAL SCHOOL DIST
F,W802003,ALLEGANY COUNTY MUTUAL SELF INS PLAN
F,W802045,AMHERST CENTRAL SCHOOL DIST
F,W802102,ANDOVER CENTRAL SCHOOL DISTRICT
F,W802169,TOWN OF AMHERST
F,W802193,AMITYVILLE UNION FREE SCHOOL DIST
F,W802250,ARDSLEY UNION FREE SCHOOL DIST
F,W802326,ARKPORT CENTRAL SCHOOL DISTRICT
F,W802342,ARLINGTON CENTRAL SCHOOL DIST
F,W802359,AUSABLE VALLEY CENTRAL SCHOOL
F,W802375,AUBURN ENLARGED CITY SCHOOL DIST
F,W802383,AVERILL PARK CENTRAL SCHOOL DIST
F,W802441,AVOCA CENTRAL SCHOOL DIST
F,W802508,TOWN OF BABYLON
F,W802631,BALDWINSVILLE SCHOOL DIST
F,W802698,BABYLON UNION FREE SCHOOL DIST
F,W802755,BALDWIN UNION FREE SCHOOL DIST
F,W802797,BATH CENTRAL SCHOOL
F,W802813,BAYPORT-BLUE POINT UNION FREE SCHL DIST
F,W802839,BAY SHORE UNION FREE SCHOOL DIST
F,W803076,BEACON CITY SCHOOL DISTRICT
F,W803134,BEEKMANTOWN CENTRAL SCHOOL DIST
F,W803258,BEDFORD CENTRAL SCHOOL DISTRICT
F,W803506,BELLMORE MERRICK CENTRAL HIGH SCH DIST
F,W803886,BETHLEHEM CENTRAL SCHOOL DIST
F,W803944,BETHPAGE UNION FREE SCHOOL DIST
F,W804256,CITY OF BINGHAMTON (1995)
F,W804504,COMMUNITY COLLEGES OF CUNY
C,W805074,TOWN OF BLOOMING GROVE
F,W805253,BOCES - SUFFOLK COUNTY 3RD SUPV DISTRICT
F,W805261,BOCES CAPITAL REGION
F,W805295,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT
F,W805311,BAINBRIDGE GUILFORD CENTRAL SCHOOL DIST
F,W805329,BRASHER FALLS CENTRAL SCHOOL DISTRICT
F,W805378,BRENTWOOD UNION FREE SCHOOL DIST
F,W805386,BREWSTER CENTRAL SCHOOL DISTRICT
F,W805469,BRIGHTON CENTRAL SCHOOL DISTRICT
F,W805485,BROCKPORT CENTRAL SCHOOL DISTRICT
F,W805501,TOWN OF BROOKHAVEN
F,W805758,BROOKHAVEN COMSEWOGUE UFSD
F,W805881,BROOME DELAWARE-TIOGA BOCES
F,W806004,BROOME COUNTY SELF INSURANCE PLAN
F,W806509,BRUNSWICK CENTRAL SCHOOL DIST
F,W806756,BRUSHTON-MOIRA CENTRAL SCHOOL DIST
F,W807002,CITY OF BUFFALO
F,W807507,BUFFALO SEWER AUTHORITY
F,W807663,CNY CENTRO INC
F,W807820,CANANDAIGUA CITY SCHOOL DISTRICT
F,W808000,CITY OF BUFFALO BD OF EDUCATION
F,W808075,BURNT HILLS-BALLSTON LAKE CSD
F,W808240,CANTON CENTRAL SCHOOL DIST
F,W808257,CARTHAGE CENTRAL SCHOOL DISTRICT
F,W808380,CAPITAL DISTRICT TRANS AUTHORITY
F,W808505,CARMEL CENTRAL SCHOOL DISTRICT
F,W808638,CATTARAUGUS-LITTLE VALLEY CSD
F,W808752,CATTARAUGUS COUNTY SELF INS PLAN
F,W808885,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES
F,W809388,CAZENOVIA CENTRAL SCHOOL DIST
F,W809792,CENTRAL ISLIP UNION FREE SCHOOL DIST
F,W809842,CENTRAL SQUARE CENTRAL SCHOOLS
F,W809883,CHAPPAQUE CENTRAL SCHOOL DIST
F,W809941,CHARLOTTE VALLEY CENTRAL SCHOOL
F,W810006,CHAUTAUQUA COUNTY SELF INSURANCE PLAN
F,W810501,CHURCHVILLE-CHILI CENTRAL SCHOOL DIST
F,W811004,COUNTY OF CHEMUNG
F,W811251,CHEEKTOWAGA-SLOAN UFSD
F,W811509,TOWN OF CHEEKTOWAGA
F,W812002,CHENANGO COUNTY SELF INSURANCE PLAN
F,W812168,TOWN OF CHILI
F,W812192,CHITTENANGO CENTRAL SCHOOL DISTRICT
F,W812325,TOWN OF CLARKSTOWN
F,W812507,CLARKSTOWN CENTRAL SCHOOL DIST
F,W812630,CLIFTON FINE CENTRAL SCHOOL DIST
F,W812820,COUNTY OF CLINTON
F,W813380,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT
F,W814008,CITY OF COHOES
F,W814255,COHOES CITY SCHOOL DIST
F,W814388,TOWN OF COLONIE
F,W815005,COLUMBIA COUNTY MUTUAL SELF INS
F,W815252,COMMACK UNION FREE SCHOOL DIST
F,W815500,CONNETQUOT CENTRAL SCHOOL DIST OF ISLIP
F,W815799,COPIAGUE UNION FREE SCHOOL DIST
F,W815856,CORNING-PAINTED POST AREA SCHOOL DIST
E,W815875,TOWN OF CORNING
C,W815940,TOWN OF CORNWALL-ON-HUDSON
F,W816003,CORTLAND COUNTY SELF INSURANCE PLAN
F,W816045,CORTLAND CITY SCHOOL DIST
F,W816078,TOWN OF CORTLANDT
F,W816136,COXSACKIE ATHENS CENTRAL SCHOOL DIST
F,W816383,CUBA-RUSHFORD CENTRAL SCHOOL DIST
F,W816474,DANSVILLE CENTRAL SCHOOL DIST
C,W816493,TOWN OF DEERPARK
F,W816508,DEER PARK UNION FREE SCHOOL DIST
F,W817001,DELAWARE COUNTY SELF INSURANCE FUND
F,W817035,SULLIVAN WEST CENTRAL SCHOOL DISTRICT
F,W817043,DELHI CENTRAL SCHOOL
F,W817050,DEPEW UNION FREE SCHOOL DIST
F,W817076,DE RUYTER CENTRAL SCHOOL
F,W817100,DUNDEE CENTRAL SCHOOL DISTRICT
F,W817118,DOBBS FERRY UNION FREE SCHOOL DISTRICT
F,W817134,DUTCHESS COUNTY SELF INSURANCE PLAN
F,W817324,DUTCHESS COUNTY BOCES
F,W817357,EAST GREENBUSH CENTRAL SCHOOLS
F,W817365,BLOOMFIELD CENTRAL SCHOOL DISTRICT
E,W817373,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT
F,W817399,TOWN OF EAST HAMPTON
F,W817506,EAST ISLIP SCHOOL DISTRICT
F,W817571,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT
F,W817639,EAST MEADOW UNION FREE SCHOOL DIST
F,W817662,EAST SYRACUSE MINOA SCHOOL DIST
F,W817688,EAST WILLISTON UNION FREE SCHOOL DIST
F,W817696,EAST ROCHESTER UNION FREE SCHOOL DIST
F,W817704,EASTCHESTER UNION FREE SCHOOL DIST
F,W817712,TOWN OF EASTCHESTER
F,W817720,EASTPORT UNION FREE SCHOOL DIST
F,W817738,EDWARDS-KNOX CENTRAL SCHOOL DIST
F,W817753,ELMIRA CITY SCHOOL DISTRICT
F,W817761,EASTPORT/SOUTH MANOR CSD
F,W817779,ELDRED CENTRAL SCHOOL DIST
F,W817944,ELWOOD UNION FREE SCHOOL DIST
F,W817977,ERIE #2 AREA SCHOOLS SF WC CONSORTIUM
F,W818009,COUNTY OF ERIE
F,W818256,ERIE COUNTY MEDICAL CENTER CORP
F,W818504,BOCES-FIRST SUP DIST OF ERIE COUNTY
F,W819007,ESSEX COUNTY SELF INSURANCE PLAN
F,W819130,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT
F,W819254,FAIRPORT CENTRAL SCHOOL DISTRICT
F,W819502,FARMINGDALE UNION FREE SCHOOL DISTRICT
F,W819635,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DIST
F,W819858,FLORAL PARK-BELLEROSE SCHOOL DIS
F,W819882,FORT ANN CENTRAL SCHOOL DIST
F,W819965,FRANKLIN-ESSEX-HAMILTON BOCES
F,W820005,FRANKLIN COUNTY SELF INSURANCE PLAN
F,W820252,FRANKLINVILLE CENTRAL SCHOOL DISTRICT
F,W820443,FREEPORT UNION FREE SCHOOL DIST
F,W820500,VILLAGE OF FREEPORT
F,W820633,FRIENDSHIP CENTRAL SCHOOL DIST
F,W820690,FRONTIER CENTRAL SCHOOL DISTRICT
F,W820716,INCORPORATED VILLAGE OF GARDEN CITY
F,W820724,FULMONT WORKERS COMPENSATION PLAN
E,W820740,GANANDA CENTRAL SCHOOL DISTRICT
F,W820757,GARDEN CITY UNION FREE SCHOOL DISTRICT
F,W821003,COUNTY OF FULTON SELF INS PLAN
F,W821631,TOWN OF GATES
F,W821755,GATES CHILI CENTRAL SCHOOL DIST
F,W822506,GENERAL BROWN CENTRAL SCHOOL DISTRICT
F,W823009,GENESEE COUNTY SELF INSURANCE PLAN
F,W823041,GENEVA CITY SCHOOL DISTRICT
F,W823041,GENEVA CITY SCHOOL DISTRICT
F,W823090,CITY OF GLEN COVE
F,W823108,GLEN COVE CITY SCHOOL DIST
F,W823124,GLENS FALLS CITY SCHOOL DIST
F,W823132,GREAT NECK UNION FREE SCHOOL DIST
F,W823199,TOWN OF GREECE
F,W823256,GREECE CENTRAL SCHOOL DISTRICT
F,W823322,GREENBURGH CENTRAL SCHOOL DIST #7
F,W823389,COUNTY OF GREENE
F,W823504,TOWN OF GREENBURGH
C,W823563,VILLAGE OF GREENWOOD LAKE
F,W823579,GOUVERNEUR CENTRAL SCHOOL DIST
F,W823611,GREENWOOD LAKE UNION FREE SCHOOL DIST
F,W823637,HALDANE CENTRAL SCHOOL DISTRICT
F,W823751,HALF HOLLOW HILLS CENTRAL SCHOOL DIST
F,W823769,TOWN OF HAMBURG
F,W823777,HAMMONDSPORT CENTRAL SCHOOL DIST
F,W823785,HAMPTON BAYS UNION FREE SCHOOL DIST
F,W823793,HAUPPAUGE UNION FREE SCHOOL DIST
F,W823835,HARBORFIELDS CENTRAL SCHOOL DIST
F,W823850,HASTINGS ON HUDSON UFSD
F,W824007,TOWN OF HEMPSTEAD
F,W824049,TOWN/VILLAGE OF HARRISON
F,W824072,HARRISON CENTRAL SCHOOL DIST
F,W824130,HARRISVILLE CENTRAL SCHOOL DIST
F,W824254,HENDRICK HUDSON SCHOOL DISTRICT
F,W824387,HEMPSTEAD UNION FREE SCHOOL DIST
F,W824502,INCORPORATED VILLAGE OF HEMPSTEAD
F,W824635,HERKIMER COUNTY
F,W825004,HERKIMER COUNTY SELF INSURANCE PLAN
E,W826044,HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT
F,W826093,HERRICK UNION FREE SCHOOL DIST
F,W826101,HEWLETT WOODMERE UFSD
F,W826127,HIGHLAND FALLS-FORT MONTGOMERY CSD
F,W826135,HICKSVILLE UNION FREE SCHOOL DISTRICT
E,W826143,HONEOYE CENTRAL SCHOOL DISTRICT
F,W826168,HOOSIC VALLEY CENTRAL SCHOOL
F,W826176,HILTON CENTRAL SCHOOL DISTRICT
E,W826184,HOLLEY CENTRAL SCHOOL DISTRICT
F,W826192,TOWN OF HUNTINGTON
F,W826218,HORNELL CITY SCHOOL DIST
F,W826234,HUDSON FALLS CENTRAL SCHOOL DIST
F,W826259,HUNTINGTON UNION FREE SCHOOL DISTRICT
F,W826267,HORSEHEADS CENTRAL SCHOOL DISTRICT
F,W826291,HYDE PARK CENTRAL SCHOOL DIST
F,W826325,INDIAN RIVER CENTRAL SCHOOL DIST
F,W826382,TOWN OF IRONDEQUOIT
F,W826507,TOWN OF ISLIP
F,W826754,ISLIP UNION FREE SCHOOL DIST
F,W826887,ITHACA SCHOOL DIST
F,W829139,JAMESVILLE-DEWITT CENTRAL SCHOOL DIST
F,W829501,JAMESTOWN CITY SCHOOL DISTRICT
F,W830004,JEFFERSON COUNTY
F,W830079,JEFFERSON LEWIS BOCES
F,W830111,JORDAN-ELBRIDGE CENTRAL SCHOOL DIST
F,W830137,KATONAH LEWISBORO SCHOOLS
F,W830178,KESHEQUA CENTRAL SCHOOL DIST
E,W830186,KENDALL CENTRAL SCHOOL DISTRICT
F,W830194,KINDERHOOK CENTRAL SCHOOL DIST
F,W830228,KINGS PARK CENTRAL SCHOOL DIST
F,W830319,CITY OF LACKAWANA
F,W830368,LAKE PLACID CENTRAL SCHOOL DIST
F,W830376,LAKE GEORGE SCHOOL DIST
F,W830384,LAKELAND CSD OF SHRUB OAK
F,W830442,LAWRENCE UNION FREE SCHOOL DIST
F,W830475,LETCHWORTH CENTRAL SCHOOL DIST
F,W830509,LEVITTOWN UNION FREE SCHOOL DISTRICT
F,W831002,LEWIS COUNTY SELF INSURANCE FUND
F,W831259,LINDENHURST UNION FREE SCHOOL DISTRICT
F,W831473,LIVERPOOL CENTRAL SCHOOL DISTRICT (1994)
F,W832000,LIVINGSTON COUNTY SELF INS PLAN
F,W832257,LIVINGSTON-STEUBEN-WYOMING BOCES
F,W832380,LIVONIA CENTRAL SCHOOL DISTRICT
F,W832448,LOCKPORT CITY SCHOOL DISTRICT
F,W832471,CITY OF LOCKPORT
F,W833008,CITY OF LONG BEACH
F,W833073,LONG BEACH CITY SCHOOL DIST
F,W833131,LYME CENTRAL SCHOOL DIST
F,W833503,LYNBROOK UNION FREE SCHOOL DISTRICT
E,W833776,LYONS CENTRAL SCHOOL DISTRICT
F,W833883,MADISON-ONEIDA-HERKIMER WC CONSORTIUM
F,W834501,MAHOPAC CENTRAL SCHOOL DISTRICT
F,W834576,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT
F,W834634,MALVERNE UNION FREE SCHOOL DISTRICT
F,W834758,MAMARONECK UNION FREE SCHOOL DISTRICT
F,W834824,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT
F,W834881,MANHASSET UNION FREE SCHOOL DISTRICT
F,W835003,MANHATTAN & BRONX SURF TRANS OPER AUTH
F,W835045,NAPLES CENTRAL SCHOOL DISTRICT
F,W835078,MARATHON CENTRAL SCHOOL DIST
F,W835094,MARION CENTRAL SCHOOL DISTRICT
E,W835102,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT
F,W835136,MASSAPEQUA UNION FREE SCHOOL DIST
F,W835342,MECHANICVILLE PUBLIC SCHOOL DIST
F,W835359,MEDINA CENTRAL SCHOOL DIST
F,W835383,METROPOLITAN SUBURBAN BUS AUTHORITY
F,W835441,MEXICO CENTRAL SCHOOL DISTRICT
F,W835508,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT
F,W835755,LONGWOOD CENTRAL SCHOOL DIST
F,W835888,ENLARGED CITY SCHOOL DIST OF MIDDLETOWN
F,W836001,CITY OF MIDDLETOWN
F,W836829,MILLER PLACE UNION FREE SCHOOL DISTRICT
F,W836886,MINERVA CENTRAL SCHOOL DIST
F,W836910,MINISINK VALLEY CENTRAL SCHOOL DISTRICT
F,W837009,COUNTY OF MONROE
F,W837256,MONROE COUNTY WATER AUTHORITY
F,W837504,BOCES - MONROE COUNTY - FIRST SUP DIST
F,W837751,MONROE - ORLEANS BOCES
F,W837751,MONROE 2 BOCES
F,W837942,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT
F,W837975,MONTICELLO CENTRAL SCHOOL DIST
F,W838007,MONTOGOMERY COUNTY MUTUAL SELF INS PLAN
F,W839005,CITY OF MOUNT VERNON
F,W839252,MOUNT VERNON CSD
F,W840003,COUNTY OF NASSAU
F,W840078,NASSAU HEALTH CARE CORP
F,W840326,NEW HARTFORD CENTRAL SCHOOL DIST
F,W840383,NEWARK VALLEY CENTRAL SCHOOL DIST
F,W840508,CITY OF NEWBURGH
F,W841001,CITY OF NEW ROCHELLE
F,W841258,NEWBURGH ENLARGED CITY SCHOOL DIST
F,W841381,NEWCOMB CENTRAL SCHOOL
C,W841474,TOWN OF NEW WINDSOR
F,W841506,NEW ROCHELLE CITY SCHOOL DISTRICT
E,W842009,BOARD OF EDUCATION CNY
E,W843007,BOARD OF HIGHER EDUCATION CNY
E,W843254,NEW YORK CITY HOUSING AUTHORITY
E,W843502,HEALTH & HOSPITALS CORPORATION CNY
E,W844005,NYC TRANSIT BOARD OF TRANSPORTATION
E,W846000,DEPARTMENT OF HEALTH CNY
E,W846505,POLICE FIRE SANITATION & CORRECTIONS CNY
E,W847008,CNY OTHER THAN ED HED WATER HHC & HEALTH
F,W847750,POWER AUTHORITY OF THE STATE OF NEW YORK
E,W848006,NEW YORK CITY TRANSIT AUTHORITY
F,W848139,NEW YORK MUNICIPAL WORKERS COMP ALLIANCE
E,W848634,NEWARK CENTRAL SCHOOL DISTRICT
F,W848758,TOWN OF NIAGARA
F,W849004,CITY OF NIAGARA FALLS
F,W850002,NIAGARA FALLS BOARD OF EDUCATION
E,W851000,NIAGARA COUNTY MUTUAL SELF INS PLAN
E,W851075,NIAGARA FRONTIER TRANS AUTHORITY
E,W851083,NIAGARA WHEATFIELD CENTRAL SCHOOL DIST
E,W851091,TOWN OF NISKAYUNA
E,W851109,NISKAYUNA CENTRAL SCHOOL DIST
E,W851133,NORTH BABYLON UNION FREE SCHOOL DIST
E,W851190,NORTH COLONIE CENTRAL SCHOOL DISTRICT
E,W851224,TOWN OF NORTH HEMPSTEAD
E,W851257,NORTHPORT-EAST NORTHPORT UFSD
E,W851323,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT
E,W851380,NORTH SALEM CENTRAL SCHOOL DIST
E,W851505,NORTH SHORE CENTRAL SCHOOL DIST
E,W851752,CITY OF NORTH TONAWANDA
E,W851885,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT
E,W852008,NORTH TONAWANDA BOARD OF EDUCATION
E,W852503,NYACK UNION FREE SCHOOL DISTRICT
E,W852578,OCEANSIDE UNION FREE SCHOOL DIST
E,W852636,ODESSA-MONTOUR CENTRAL SCHOOL
E,W852883,OLEAN CITY SCHOOL DIST
E,W852941,ONEIDA COUNTY BOCES
E,W854004,ONEIDA COUNTY SELF INSURANCE FD
E,W855001,COUNTY OF ONONDAGA
E,W855506,ONONDAGA CORTLAND MADISON BOCES
E,W856009,ONTARIO COUNTY MUTUAL SELF INS PLAN
E,W857007,COUNTY OF ORANGE
E,W857387,TOWN OF ORANGETOWN
E,W857502,SOUTH ORANGETOWN CENTRAL SCHOOL DIST
E,W857635,TOWN OF ORCHARD PARK
E,W857882,ORLEANS-NIAGARA BOCES
E,W858005,ORLEANS COUNTY SELF INS PLAN
E,W858500,OSSINING UNION FREE SCHOOL DIST
E,W858757,VILLAGE OF OSSINING
E,W858880,OSWEGO COUNTY BOCES
E,W859003,OSWEGO COUNTY SELF INSURANCE PLAN
E,W860001,OTSEGO COUNTY SELF INSURANCE PLAN
E,W860258,OTESGO-NORTHERN CATSKILLS BOCES
F,W860449,OXFORD ACADEMY AND CSD
E,W860506,TOWN OF OYSTER BAY
E,W860530,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT
E,W860548,PARISHVILLE-HOPKINTON CENTRAL SCHL DIST
E,W860571,CITY SCHOOL DISTRICT OF PEEKSKILL
E,W860597,PAWLING CENTRAL SCHOOL DIST
E,W860605,PATCHOGUE MEDFORD SCHOOL DISTRICT
