Product ID,Commodity Name,Current Period Sales Volume,Actual Sales
648229.0,Canned Beans (C),1,13
911796.0,Guangyikang Boneless Chicken Drumsticks (C),0,13
648188.0,Premium Flour (C),1,13
680658.0,Big-eyed Salted Fish (C),0,13
639638.0,Twisted Doughnut (C),1,13
857354.0,Wild Fern Vegetable (250g),2,13
878749.0,Shanghai Style Tofu (C),1,13
857342.0,Old Helmsman Rock Fern Vegetable (400g),2,13
706813.0,Yellow River Oil Cornmeal 500g (C),1,13
639674.0,Flower Root (C),1,13
706803.0,Black Fragrant Rice 500g (C),1,13
878761.0,Canned Bean Sprouts (C),1,13
107646.0,Goji Fruit (C),1,13
132614.0,Grass Fruit (C),0,12
773331.0,Cured Duck Gizzard (C),0,12
857332.0,Nature's Winter Bamboo Shoots (230g),2,12
878763.0,Original Ground Soy Milk (C),8,12
574900.0,Big King Soybeans 450g (C),1,12
749311.0,Red Skin Peanuts 400g (C),1,12
749310.0,Snow Peas 400g (C),1,12
706778.0,Brown Sugar 250g (C),2,12
234156.0,Pepper Flour,0,12
890115.0,Dried Chili Pepper 40g (C),3,12
878769.0,Premium Tofu (C),1,12
911776.0,Guangyikang Fatback (C),0,12
757732.0,Premium Pea Kernels (C),1,11
900902.0,Hunan Chicken Liver (C),1,11
70506.0,Red Bud Cabbage,1,11
878755.0,Konjac Tofu (C),3,11
348017.0,Dried Longan (C),0,11
639678.0,Dried Apricot (C),0,11
470561.0,Milk Toast,2,11
451192.0,Honey Pear (C),1,11
136842.0,Shen Dan Tea Scented Quail Eggs (6 pieces),3,11
604836.0,Xiaomi (C),1,11
707729.0,Pork Heart Pâté (C),0,11
639310.0,Popped Rice Snacks (C),1,11
123165.0,Chicken Frame,1,11
583854.0,Crystal pear (C),1,10
682064.0,Meat Floss Donut,10,10
350774.0,Fried Chicken Wings (C),4,10
15533.0,Chicken Gizzard,0,10
632411.0,Duck Neck,0,10
857358.0,Nature Corn (200g),2,10
142684.0,Cornmeal (C),1,10
638812.0,Premium Onion (C),2,10
239630.0,Chicken Thigh,1,10
757717.0,Premium Lettuce (C),1,10
638245.0,Premium Huai Mountain (C),1,10
733890.0,King Qi Melon (C),2,10
645734.0,Oatmeal (C),1,10
125788.0,Cauliflower,2,10
900894.0,Xiangjia Fresh Chicken Shell (C),1,10
131290.0,Lily (C),0,10
918697.0,Black Fungus (Self-operated),0,9
639317.0,Apricot Dried (C),0,9
348310.0,Angelica Root Head (C),0,9
757727.0,Premium Pig Stomach Mushroom (C),0,9
639320.0,Flower Root (C),1,9
70556.0,sweet potato,3,9
706812.0,Glutinous Little Millet 500g (C),1,9
830304.0,Yi Xiang Zhai Peach Kernel Cake Gift Box 200g,1,9
704787.0,New Bamboo Noodle (C),1,9
914284.0,Premium White Shell Fresh Eggs (Box),1,9
885396.0,Bay Leaf 15g (C),3,9
816855.0,Seasoned Banana (C),0,9
772026.0,Harry (C),0,8
639653.0,Pumpkin Seed Crackers (C),0,8
310597.0,Sichuan Pepper (C),0,8
679795.0,Red Coconut (C),1,8
650048.0,Farmer's Country-style Eggs 8-piece pack,1,8
272080.0,Premium Onion,1,8
909279.0,Salted Duck Heart (C),0,8
706822.0,Glutinous Rice 500g (C),1,8
574910.0,Mixed Grain Eight Treasures Porridge 400g (C),1,8
885390.0,Pepper Powder 50g (C),1,8
885389.0,Heshouwu Powder 40g (C),1,8
830280.0,Yixiangzhai Packaged Mung Bean Cake 250g,1,8
890116.0,Cinnamon 25g (C),2,8
131747.0,Three Nails (C),0,8
895556.0,Dry nuts and coarse grain bread,1,8
136841.0,Shendan Quail Eggs 8-piece,2,8
859672.0,Premium Chicken Legs,0,8
639641.0,Puff (C),0,8
403329.0,Premium Purple Bud Vegetable,1,8
648182.0,Red Kidney Beans (C),0,8
900893.0,Hunan Fresh Chicken Feet (C),0,7
604830.0,Sorghum Rice (C),1,7
851838.0,Premium Crystal Red Fuji 75# Discounted,2,7
816848.0,Red Fermented Fish (C),0,7
648139.0,Longkou Flour (Packaged) (C),1,7
859702.0,Vienna,2,7
638285.0,Premium Celery (C),1,7
909349.0,Quick-cook High-fiber Oatmeal 200 (C),1,7
648196.0,Carrot Strips (C),1,7
706771.0,Quick Meal Oatmeal 400g (C),1,7
834318.0,Pea Starch (C),1,7
645691.0,Tiger Nut Flour (C),0,7
795613.0,Goji Berries 50g (C),1,7
821596.0,White Gourd Nourishing Chicken Broth Seasoning 100g (C),1,7
131630.0,Raisin Cake,1,7
682058.0,Fruit Pudding Cup,1,7
772059.0,Water-soaked jellyfish,0,7
621270.0,Cayenne Pepper (C),0,7
857327.0,Nature's Mushroom (250g),1,7
857331.0,Natural Bamboo Slices (250g),1,7
684381.0,North-South Special Fennel Cake,4,6
904585.0,Spiced Small Chili Pepper (c),0,6
641805.0,Seasoned Chicken Slices (C),0,6
907896.0,Peanut Manual (C),0,6
857334.0,Spring Bamboo Shoots (230g),1,6
772018.0,Hairy Leaf Vegetables (C),0,6
857353.0,Old Helmsman Spicy Radish (150g),1,6
885399.0,Cumin Powder 50g (C),1,6
706350.0,Silver Thread Roll (C),1,6
911773.0,Guangyikang Pig Tongue (C),0,6
309542.0,5.8 Yuan Series (Side Dishes),1,6
122587.0,Red Eggplant,1,6
314033.0,Premium Baby Bok Choy,1,6
671865.0,North-South Special Packaging Style Cake 100g,3,5
514164.0,Shandan Quail Egg Spicy Flavor 3 Pieces,3,5
124685.0,burdock root,0,5
857355.0,Nature Lotus Root (250g),1,5
125760.0,Onion,1,5
623621.0,Potato Shreds Pancake (C),2,5
667998.0,Navel Orange with Leaves (C),1,5
638291.0,Premium Scallions (C),0,5
375514.0,Premium Small Melon,0,5
913157.0,Premium White Sugar,0,5
142632.0,Buckwheat Flour (C),0,5
403333.0,Premium Jing Bao Cabbage,1,5
125738.0,Chinese broccoli rabe,0,4
375699.0,Duck Legs,0,4
375534.0,Premium Eggplant,0,4
454797.0,Premium Long Chinese Cabbage,0,3
857301.0,2.8 Yuan Series (Side Dishes),1,3
638271.0,Premium Potato (C),0,2
623625.0,Roujiamo (C),1,2
878756.0,Tofu with Skin (C),0,2
625205.0,Artemisia,1,1
309540.0,11.8 Yuan Series (Side Dishes),0,0
125758.0,garlic clove,0,0
412048.0,Premium Pork Knuckles,0,0
70480.0,Broccoli,0,0
126442.0,Xiangmai Cai,0,0
108767.0,Purple Shell Vegetable,0,0
,,27199,98418
