Digital Learning Resources List,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Online,Glose for Education,https://glose.education/,Teachers,OTHER,English,"Social reading app to help students read more and learn better. Students and teachers stay connected and engaged in a virtual classroom where reading comes to life. Features include the ability to annotate in the margins, add reactions, spark discussions with peers, and access your book collection from any device, wherever you are. The Glose for Education bookstore has over 4,000 free classic eBooks available for free. Learn how to add these books to your classroom and start reading with your students. Some materials are free",FREE,,
ONLINE,GoNoodle,https://www.gonoodle.com/,Primary,OTHER,English,"GoNoodle® engages 14 million kids every month with movement and mindfulness videos created by child development experts. Available for free at school, home, and everywhere kids are!",FREE Always Free,All Rights Reserved,
Online,GoToMeeting,https://www.gotomeeting.com/work-remote,"Primary, Tool",OTHER,English,Web-conferencing tool,FREE Multiple Products for free,All Rights Reserved,
Online,Grassroots Soccer,https://www.grassrootsoccer.org/resources-covid-19/,Primary,OTHER,English,Curriculum on soccer and  team building skills,FREE,,
Online,Guia de Alfabetizacion Digital Critica,https://ondula.org/publicaciones/,Secondary,OTHER,Spanish,"La ""Guía de Alfabetización Digital Crítica: una invitación a reflexionar y actuar"" es un manual de cabecera fundamental para toda persona que desee acercarse a la cultura digital con un enfoque crítico: conociendo aspectos tecnológicos elementales, desde los cuales reflexionar y cuestionarse la incidencia de las herramientas digitales en las cuestiones elementales de la vida y la convivencia.",FREE,CC BY-NC-SA,
Online,Gynzy,https://www.gynzy.com/en/,Primary,OTHER,English,"Gynzy is the all-in-one educational software that combines standards-aligned lessons, bite-sized games & activities, and class management tools to unlock the potential of your Interactive Whiteboard.",FREE Teacher Subscription ,All Rights Reserved,
Online,Hayya Ela Alarabeyya,http://www.alarabeyya.com/,Secondary,OTHER,Arabic,A website for learning Arabic literature and grammar in K12 to prepare students for standardized exams and tests. ,UNKNOWN,All Rights Reserved,
Online,Hello World Kids,http://helloworldkids.org/,Secondary,OTHER,Arabic,Hello World Kids is a program that teaches coding for children from ages 6-12., FREE,All Rights Reserved,
Online,HeyKiddo™,https://www.hey-kiddo.com,Primary,OTHER,English,"HeyKiddo™ is a text-based subscription that provides curated conversation starters, coaching tips and activities texted right to your phone that help support your child’s social-emotional development. We also offer real-time resources and tips when breaking events happen.", Few free resources,All Rights Reserved,
Online,HippoCampus,https://hippocampus.org/,Primary,OTHER,English,"Explore over 7,000 free videos in 13 subject areas.You can create a free account and create customized playlists too.", FREE always,All Rights Reserved,
Online,HP LIFE,http://www.life-global.org/,Secondary,OTHER,"English, Spanish, French, Portuguese, Hindi","Created by the HP Foundation, HP LIFE offers a portfolio of 27 courses that are available for free in seven languages. This open resource is designed to help users improve business skills and digital literacy, start or grow a business, and gain skills for a current or new job.",FREE,CC BY,
Online,Hsoub Academy (العربيّة),https://academy.hsoub.com/,Secondary,OTHER,Arabic,أكاديمية حسوب تزوّد جميع المتعلمين في المرحلة الجامعية وما بعد التخرج بفرصة للتعلم من دروس ودورات مختلفة في مجال علم الحاسوب والمهارات الرقمية. وتحتوي هذه القناة على مجموعة من المقالات والدروس المصورة التي تحتوي على كل ما هو جديد في عالم الحاسوب والتكنولوجيا الرقمية.,UNKNOWN,CC BY-NC-SA,
Online,IamtheCODE,https://www.iamthecode.org/,Secondary ,STEM,English,"Information on how to get involved with iamtheCODE, the first African-led global movement to mobilize governments, the private sector, philanthropic foundations, investors and civil society to advance STEAMED (Science, Technology, Engineering, Arts, Mathematics, Entrepreneurship and Design) education.",FREE,,
Online,I Read Arabic for non native speakers,https://www.ireadarabic.com/en/Home/aboutPlatform,Secondary,OTHER,Arabic,"Arabic learning portal for non native speakers KG1-Grade 8, localized for the region", APP FREE TO DOWNLOAD,All Rights Reserved,
Online,ICivics,https://www.icivics.org/,Secondary,OTHER,English,"We provide teachers well-written, inventive, and free games, infographics, lesson plans, and other resources to engage students in meaningful civics learning.", FREE always,All Rights Reserved,
Online,iCompute,https://www.icompute-uk.com,Secondary,STEM,English,"Free online access to iCompute's Learn Programming and Computational Thinking resources. Designed for independent work, pupils can work through activities and exercises online at home.",FREE Access to All Services,All Rights Reserved,
ONLINE,ICT Inventory for Education in Emergencies,https://ict.ineesite.org/,Teachers,OTHER,English,Policy documents and reports related to education in emergencies,FREE. Curated list of projects,Other,
Online,IDE Corp.,4theKids.idecorp.com,Primary,OTHER,English,Graphic organizers and activities you can print or post digitally for students to support higher-order thinking and executive function. Resources to print or post to use with students., FREE,All Rights Reserved,
Online,IDEA,https://idea.org.uk/,"Primary, Secondary ",OTHER,English,Free and can be self driven and they get a certificate from buckingham palace!,Free Always,Other,
Online,Impact(ed) International,"https://vimeo.com/241193552/beb0c223c4
 http://www.discoverylearningalliance.org/",Secondary,OTHER,Arabic,"Discovery provides digital content for education- textbooks and videos. They have a library of Arabic videos from work in Egypt. In collaboration with local schools and communities around the world, a wide range of content has been developed and mapped to local curriculum. Content includes subjects like science, history, wildlife, math, life skills and much more.",UNKNOWN,All Rights Reserved,
Online,InScribe Continuity Planning and Support Community,https://inscribe.education/main/inscribe/6754110229456694/home,Teachers,OTHER,English,"This community is freely available to all education professionals and is a space to ask questions, share ideas, and find solutions during this time of change and uncertainty. Please join us as we work to support each other during this time of uncertainty.", FREE,Other,
Online,Institute for Curriculum Services,www.icsresources.org,Teachers,OTHER,English,"Institute for Curriculum Services offers free curriculum and resources on topics for middle and high school history and social studies teachers. ICS has free, downloadable curriculum that can be imbedded or added to any virtual learning platforms, as well as a free online PD opportunity for teachers. ",FREE,All Rights Reserved,
Online,i-Ready,www.i-Ready.com/athome,Primary,STEM,English,"Printable at-home packs for grades K-8, Reading and Mathematics. Guidance for using our i-Ready, Ready, and Ready Classroom during extended absences from school is available at www.i-Ready.com/athome.",FREE,All Rights Reserved,
ONLINE,Izzit.org,https://www.izzit.org/,"Secondary, Teachers",OTHER,English,"We offer FREE, high-quality educational materials to educators: teachers, homeschoolers, parents, grandparents, scout troop leaders – to anyone interested in learning/teaching!",FREE Always. Can be downloaded,All Rights Reserved,
Online,Jana,www.ijana.com,Secondary,OTHER,Arabic,"Jana Leveled Reading Program is an electronic teaching tool that teaches reading for children. It categorizes its e-stories based on Arabi 21 criteria, therefore being an effective graded level reader program.", UNKNOWN,All Rights Reserved,
Online,JASON Learning,https://www.jason.org/coronavirus,Secondary,STEM,English,"Extensive digital library featuring hundreds of award-winning online and hands-on STEM activities for K-12 students. Multidisciplinary approach integrates reading and writing skills into every lesson as well. Videos, articles, games, simulations, and projects can keep students actively engaged. Many hands-on activities are designed to require only basic, easily accessible materials that can be adapted for home. Seamlessly integrates with Google Classroom.", SOME FREE RESOURCES,All Rights Reserved,
Online,Jeem and Baraem TV,"https://baraem.tv/
 https://www.jeemtv.net/",Secondary,OTHER,Arabic,Can't tell if website is free - in arabic only,UNKNOWN,All Rights Reserved,
Online,Just Right Reader,justrightreader.com,Primary,LITERACY,English,"Just Right Reader sends PreK - 2nd graders books only found in schools and at children’s Just Right reading level every month. Families read and reread, send them back, and get more. Our boxes make reading fun and personalized.", FREE,All Rights Reserved,
Online,KaiOS,https://www.kaiostech.com/,Tool,OTHER,English,Mobile learning service that supports teaching and training ,FREE ,All Rights Reserved,
Online,Kami,https://blog.kamiapp.com/remote-learning-with-kami-during-school-shutdowns/,Primary,OTHER,English,,FREE,All Rights Reserved,
Online,Kamkalima,https://kamkalima.com/,"Primary, Secondary",OTHER,"Arabic, English","Online Arabic platform for teachers and students from grades 4 to 12. Includes resources for all skills, ready-materials to edit and assign, automatic grading, and reporting and feedback. www.kamkalima.com ", UNKNOWN ,CC BY-NC-ND,
Online,Katkuti,http://www.katkuti.com/,Secondary,OTHER,Arabic,"Katkuti produces educational games for learning in Arabic (Literacy, Math, and other domains)", UNKNOWN ,All Rights Reserved,
Online,Kaux,https://kaux.edunext.io/,Secondary,OTHER,Arabic,"Open EdX/MOOCs. Saudi based, from King Abdul Aziz University. in Arabic only", UNKNOWN ,,
Online,Kialo Edu - Tool ,https://www.kialo-edu.com/tour,Secondary,OTHER,English ,It is a debate platform optimized to teach critical thinking and facilitate group discussions online. Teachers can create a Team page and individual discussion pages easily and can invite students using a link. There are several features which can help with grading and giving feedback which are fairly intuitive. They also provide multiple instructions documents and videos.,FREE for educators,Other,
Online,KIRON,www.kiron.ngo ,"Tertiary, Teachers",OTHER,"English, Arabic","For the first two years, students study online using open source MOOC courses that are already online and established from universities such as Harvard, Duke, etc. The courses done in the first two years are agreed upon by the partner university. The students spend their third year in the partner university and get their degree from this institution. So far, the partner universities are in Germany, but they are speaking to universities in the UK (Russel Group and red brick universities), Paris (Sciences Po) and in Spain. The students are also given the opportunity to do an internship during their studies. The students have language support throughout the course as necessary and in fact Kiron has an agreement with TOEFL for all students to sit the exam for free, so that they also have a language qualification. Those studying in Germany who would like to remain and work, are supported by language courses and are required to have an B1 equivalent level upon graduation and before they can be employed. With their model, the students do not pay anything. However, when they are employed, their employer pays 5% of their wage to Kiron (not sure how long this happens for). No repayment is made until the students are employed. There are currently 1350 students enrolled with Kiron. The projection for the next year is 5000 for April intake and 5000 students for the October intake. By 2020 they would like to have 20 000 students. The value of the project/scholarship per student is 1200Euros. Regarding the set up of the fund it basically works as big pot where private investor provides funds, which is then matched by the government. The fund basically works as big pot where private investor provides money, which is then matched by the German government. The fund will be structured according to the needs of ministry budget logic as well as the compliance needs, and the advisory board of the fund will be able to invest in social entrepreneurial ideas with the object of providing education and higher education with a strong focus on migration and refugees.",Platform FREE,,
Online,Kitab Sawti,https://kitabsawti.com/,Secondary,OTHER,Arabic,Ebooks platform  in Arabic only, UNKNOWN,All Rights Reserved,
Online,Kognity,https://kognity.com/support-coronavirus/,Teachers,OTHER,English,"We have adapted the traditional textbook to digitally consumable text with video examples, 3D models and practice tests to make the content more interactive and engaging. The best part is that all our textbooks are curriculum-aligned and are designed to enhance deeper learning.", SOME FREE RESOURCES,All Rights Reserved,
Online,KQED Learn - Tool,https://learn.kqed.org,Secondary,OTHER,English ,"A platform for middle and high schools students to discuss big issues and build media analysis and media creation skills in a safe, supportive environment. Teachers sign up for a KQED Learn account, create classes, then give students a join code. Once joined, students enter a student-only site where they can discuss current issues, build arguments based on evidence and create media responses to share. Also hosted on KQED Learn is KQED's Youth Media Challenge: Let's Talk About Election 2020, a site where students can submit audio or video commentaries about issues that matter most to them.",FREE Always,All Rights Reserved,
Online,KQED Teach,https://teach.kqed.org,Teachers,OTHER,English,"KQED Teach offers a collection of free, hands-on professional learning courses for educators to build media analysis and production skills to serve students of all ages across the curriculum. Online courses are self-paced and include instructional resources, sample lesson plans and preparation for earning PBS Media Literacy Certification.",FREE Always,All Rights Reserved,
Online,LabX Change,https://about.labxchange.org/,Tool,OTHER,English,LabXchange is a free resource for remote and hybrid learning from Harvard University.,FREE,Other,
Online,Lalilo,https://app.lalilo.com/#/signup?language=en,Primary,LITERACY,English,"Lalilo is an online literacy program built by teachers for teachers and their students. ... Lalilo is a free online tool for kindergarten, 1st, and 2nd grade teachers and students. ... Students work on adaptive exercises in phonics, word recognition, and comprehension.",FREE,All Rights Reserved,
Online,Lamsa (App),https://itunes.apple.com/us/app/lmst-qss-w-al-ab-atfal-rbyt/id517583488?mt=8 ,"Secondary, App",LITERACY,Arabic,edutainment to teach Arabic in a fun way,FREE,All Rights Reserved,
Online,Lark,https://www.larksuite.com/,Tool,OTHER,English,Collaboration suite of interconnected tools such as chat and calendar. Collaboration platforms that support live video communication, FREE,All Rights Reserved,
Online,Laureate,http://www.laureate.net/,Secondary,OTHER,Arabic,Laureate delivers professional-oriented programs in a wide range of disciplines. One of their specialities is a teacher training/Education diploma/qualification. Working to devise a pilot teacher training/English development on-line program for Lebanese NGO MAPs for 50 teachers. Some content free but not all ,FREE,All Rights Reserved,
Online,Learn Essay Writing the FAST Way,https://forms.gle/ViCfSACfJKfYYzWNA,"Primary, Secondary",LITERACY,English,"Free Service: Learn how to write 3 paragraph essays the FAST Way in just 5 lessons.
Description of company (couldn't add it to the question above): Ms. Valerie teaches Essay Writing the FAST Way to help students quickly write essays with confidence even when under pressure.",FREE,,
Online,LessonPix,"https://lessonpix.com/sharing?fbclid=IwAR04lyC_eqb58fMvHm9es0T_WSqiMJN_Hj6TaBHhcdG6MQgb1wA0N2f_MYQ
https://lessonpix.com/sharing",Primary,OTHER,English," LessonPix has many Free Sample resources including low tech communication boards, visual supports, articulation games, math, and books and activities to address literacy skills. Just go into our Sharing Center and look for anything with the Free Sample crest. You can download and print these materials to give out freely to families or send as PDFs to families to print themselves. Some content free but not all ","FREE, some materials",All Rights Reserved,
Online,Libby App,https://www.overdrive.com/apps/libby/,"Primary, Secondary",LITERACY,English,for digital books and audio books. Anyone with a library card (at least in whatever cities/states use Overdrive) can access it.,FREE Always,All Rights Reserved,
Online,LightSail Education,https://lightsailed.com/,"Primary, Secondary",LITERACY,"Spanish, English","K-12 Literacy and Reading platform including 6,000 books in English and Spanish",FREE,All Rights Reserved,
Online,Little Spark Company,www.littlesparkcompany.com/printables-library,"ECE, Primary",LITERACY,English,Free printables library with activities for children 0-6,FREE printables ,All Rights Reserved,
Online,Madrasa,https://madrasa.org/#about,Secondary,OTHER,Arabic,"Download School Stories app and enjoy it wherever you are.  a distinguished collection of stories from its library written by a number of specialized Arab writers and writers with children’s literature, and making it available to millions of Arab children free of charge videos are on YouTube",FREE,All Rights Reserved,
Online,Making English Fun,https://makingenglishfun.com/portfolio/,Primary,LITERACY,English,"Free English Learning Online games, mobile apps and printable Board games and worksheets. All ages. Online games, free app downloads and voucher code - makingenglishfree for access to the editable resources.",FREE ,,
Online,Manga High,https://www.mangahigh.com/en-gb/blog/2020-03-06-free-access-schools-online-maths-coronavirus,Secondary,STEM,English,,FREE,All Rights Reserved,
Online,Mathematical Game : plying with intersections of sets,http://qattanfoundation.org/sites/default/files/u2/lb_tqt_lmjmwt_9_009.pdf,Secondary,OTHER,Arabic,"This game about important mathematical content , I try to lowest this content from high abstraction to concrete situations , so students with teacher coaching can play and discover the law of intersections of sets",FREE,,
Online,Mathigon,https://mathigon.org,Secondary,STEM,English,"Mathigon is an award-winning online textbook for middle and high-school mathematics. The unique content format makes learning more interactive than ever before, and a virtual tutor offers personalised help.",FREE Completely free ,All Rights Reserved,
Online,Mathspace,mathspace.co,"Primary, Secondary",STEM,English,Mathspace is the world’s first adaptive math program for grades 3-12 that gives students feedback at every step of their work. Also includes full etextbook aligned to state and common core standards and instructional videos and reporting tools. Some free content,FREE,All Rights Reserved,
Online,Menaversity,"https://www.youtube.com/user/MenaVersity/playlists?flow=
 grid&view=1&sort=dd",Secondary,OTHER,Arabic,,FREE You Tube. Open source video classes aimed at university-aged learners,Public Domain,
Online,Microsoft,https://www.microsoft.com/en-us/philanthropies/refugee-resources,Secondary,LITERACY,"English, Arabic",Digital skills resources for refugees,FREE,All Rights Reserved,
Online,Mindful Poetry Moments,https://www.thewell.world/mindful-music/mindful-poetry-moments,Secondary,LITERACY,English,"Mindful Poetry Moments is a free program that offers a chance to pause and reflect on poetry's ability to encounter ourselves, the world, and the mystery of each other. Participating schools, individuals and organizations will be offered recordings of poets — including Brad Aaron Modlin, Aimee Nezhukumatathil, Naomi Shihab Nye, Carrie Newcomer and Gregory Orr - — reading their work from two of The On Being Project’s content offerings: the On Being with Krista Tippett radio show and podcast and/or Poetry Unbound podcast. The audio will be accompanied by mindful prompts and meaning-making questions like ""Does this poem encourage gratitude? How?” and ""What’s a line in this poem that brings a strong visual image to your mind?""",FREE Always,,
Online,Minecraft: Education Edition,https://education.minecraft.net/,Secondary,OTHER,English ,"A game-based learning platform that promotes creativity, collaboration, and problem-solving in an immersive digital environment.",FREE Always,All Rights Reserved,
Online,moviola.com,moviola.com/courses,"Secondary, Tertiary",LITERACY,English,Video-based creative writing and film studies courses. Free video-based creative writing and film studies courses with LMS tracking students' progress and quiz results. Email education@moviola.com for free LMS access.,FREE,All Rights Reserved,
Online,Mr. Robertson's Corner blog,https://www.mrrobertsonscorner.com,"Secondary, Secondary",OTHER,English,"Meaningful reflections, stories, ideas, advice, and resources for high school and college undergraduate students. We're exploring history, philosophy, critical thinking, the trades, business, careers, entrepreneurship, college majors, financial literacy, the arts, the social sciences, test prep, and a whole lot more. Join the conversation.",FREE Always,All Rights Reserved,
Online,Music Theory,https://www.musictheory.net/,Secondary,OTHER,English,"Introductory and intermediate music theory lessons, exercises, ear trainers, and calculators.",FREE online content,CC BY,
Online,Nepris,https://nepris.com/industry/talks,Tertiary,OTHER,English,We virtually connect learners with industry professionals via live video calls to expand career exposure and bring real world relevance to learning.,FREE,All Rights Reserved,
Online,netboard.me,https://netboard.me,Teachers,OTHER,English,"It's online tool to curate, organize and share any content in a form of a Web page (netboard). Using netbord, teacher can easily create Web pages with texts, links, documents, videos, photos, presentations and other content. It is already actively used by teachers in different countries. It suggests (both free) personal and organization accounts. With organization account teacher can create user accounts for students and other teachers (no emails required) and organize collaborative work, sharing educational materials and enabling students to create own netboards, commenting and voting other students' and teachers' content. Teachers can create students groups and decide what to publish for each group.",Unlimited number of boards,All Rights Reserved,
Online,NGPF.org,ngpf.org,"Secondary, Tertiary",OTHER,English,"Full curriculum of lessons for Personal Finance instruction including games, activities, projects and lessons.","FREE curriculum, free teacher training via video conferencing and free advocacy resources.",All Rights Reserved,
Online,Noktta - نقطة,www.nok6a.net,Secondary,OTHER,Arabic,science and technology. articles,FREE,All Rights Reserved,
Online,Nomster Chef,https://www.nomsterchef.com/nomster-recipe-library,Primary,OTHER,English,"Illustrated recipes designed to help kids age 2-12 cook with their grown-ups. Recipes encourage culinary skills, literacy, math, and science.  we wanted to highlight it as a resource for families looking to get in the kitchen!",FREE Nomster Chef is always free,All Rights Reserved,
Online,Noon Educational Platform (KSA),https://www.non.sa/#/landing,Secondary,OTHER,Arabic,Tutoring platform,FREE,All Rights Reserved,
Online,OpenStax,https://openstax.org/,"Secondary, Tertiary",OTHER,English,"OpenStax is a nonprofit based at Rice University. Our first openly licensed college textbook was published in 2012, and our library since scaled to more than 20 books for college used by thousands of students. 38 digital textbooks for college/AP courses, 100% free all the time. 20+ different online homework products also free this semester to instructors moving in-person courses online",FREE,Multiple Licenses (including open),
Online,ParagraphPunch,http://paragraphpunch.com,Primary,LITERACY,English,Teaches students how to write a paragraph online,FREE,All Rights Reserved,
Online,Pear Deck,https://www.peardeck.com/googleslides,Tool,OTHER,English,Facilitates the design of engaging instructional content. Tool to create digital learning content ,FREE,All Rights Reserved,
Online,PenPal Schools,https://www.penpalschools.com/index.html,Primary,OTHER,English,"PenPal Schools connects more than half a million students from over 150 countries to learn together through collaborative online projects! Students collaborate through online projects ranging from human rights and the environment to fake news and robotics, all while practicing literacy, technology and social-emotional skills. Teachers can assess student work and support student growth by providing customizable and personalized feedback. All teachers start with free classroom credits. A classroom credit can be used to enroll a class in any PenPal Schools topic. Teachers can earn additional classroom credits each time they successfully refer another teacher to join the PenPal Schools community.",FREE,All Rights Reserved,
Online,PraDigi,https://prathamusa.org/press/pradigi-a-new-way-to-engage-children-in-learning/,Primary,OTHER,"English, Hindi, Marathi, Gujarati, Kannada, Assamese, Bengali, Urdu, Odia, Punjabi, Tamil, Telugu","PraDigi, developed by Pratham, consists of educational games, videos, and ebooks on language learning, math, science, English, health, and vocational training. The learning material, available for children and youth, is offered in multiple languages: Punjabi, Assamese, Bengali, Odiya, Telugu, Tamil, Kannada, Marathi, Gujarati, Hindi, and English.",FREE app,CC BY-NC-SA,
Online,Pratham Books Storyweaver,https://prathambooks.org/cc/,Primary,LITERACY,Multiple,"Thousands of openly licensed, interactive picture books and stories for children in over 100 languages of the world.",many free,CC BY,
Online,Profutoro,https://solution.profuturo.education/login;jsessionid=F804D68815FD2D2BEE12382368C27CDE.node1,"Primary, Secondary TOOL",OTHER,"Mutliple (Spanish, French, English, Portugese)","ProFuturo educational content in interactive & multimedia format for children between 5 and 14 years old to learn mathematics, language, science and technology, currently accessible through ProFuturo's OFFLINE platform in 35 countries in Latin America, the Caribbean, Africa and Asia. As of May 1st, they will also be available to teachers, students and families through ProFuturo's ONLINE platform here",FREE,,
Online,Profutoro,https://observatorio.profuturo.education/,TOOL,OTHER,"Mutliple (Spanish, French, English, Portugese)","ProFuturo Observatory, website to learn about trends in the field of education, as well as some of the most innovative educational platforms and resources availble in mathematics, literacy and science, developed by third parties, some of them available to download for families and teachers:",FREE,,
Online,Profutoro,https://observatorio.profuturo.education/,TOOL,OTHER,"Spanish, English, French",Tool for teachers to train online and improve digital skills in Spanish,FREE,,
Online,Profutoro,https://profuturo.education/en/2020/03/31/teacher-training-courses/,TOOL,OTHER,English,Tool for teachers to train online and improve digital skills in Egnlish. This link doesn't work,FREE,,
Online,Profuturo,https://resources.profuturo.education/en,"Primary, Secondary, Tertiary",OTHER,Spanish,"Open Educational Resources and pedagogical experiences for children between 3 and 18 years old, developed by third parties and curated by ProFuturo, available to students, teachers and families through a search engine",FREE,,
Online,Providing Guidance and Support to Teaching Teams Using Distance Learning/PublicImpact,https://www.opportunityculture.org/covid-19-resources,Teachers,OTHER,English,"Materials on providing guidance and support to teaching teams using distance learning, from Opportunity Culture, an initiative of Public Impact.Free materials/resources",Free materials/resources,Other,
Online,Proyecto Biosfera,http://recursostic.educacion.es/ciencias/biosfera/web/,"Primary, Secondary",OTHER,Spanish,"El proyecto Biosfera consta de unidades didácticas multimedia interactivas, herramientas y recursos para las materias de Biología y Geología en la Enseñanza Secundaria Obligatoria y el Bachillerato, que aprovechan las ventajas que ofrecen el ordenador e Internet.",FREE,CC BY-SA,
Online,Proyecto Descartes,https://proyectodescartes.org/descartescms/,"Primary, Secondary",OTHER,Spanish,"Asociación non-gubernamental que promueve la renovación y cambio metodológico en los procesos de aprendizaje y enseñanza de las Matemáticas y en otras áreas de conocimiento. Los recursos digitales interactivos generados en el Proyecto Descartes son hechos completamente por profesores, y son appropriados por todos los niveles de escuela primaria, secundaria, y bachillerato.",FREE,CC BY-NC-SA,
Online,Re:Coded,http://www.re-coded.com/,Secondary,OTHER,Arabic This site is in English and the courses are in English,"RE:CODED aims to transform the massive intellectual potential of Syrian refugees by using a low-cost blended learning approach to train youth in computer programming (i.e coding), English and work acumen before linking them to jobs as remote software developers with our private sector partners across the Middle East, the US and Europe. The courses are free, but can only be access if selected into a course. The acceptance rate into courses is less than 8 percent",FREE ,All Rights Reserved,
Online,Reach Up Curriculum,http://www.reachupandlearn.com/,"ECE, Primary, Secondary",OTHER,English,"The Reach Up Early Childhood Parenting Programme provides a structured training course for home visitors to help parents improve their child’s development. It is based on the successful Jamaica Home Visit Programme. ReachUp! Participants will develop skills in the following areas: Confidence in personal abilities; Market-appropriate livelihoods; Professionalism; Planning and execution; Lifelong learning; Basic Technology (ICT). Package is free, train the trainer is required which costs lmoney but the amount depends on the size of the organization.",FREE,All Rights Reserved,
Online,Red T Media (RedTKids.com),https://marketplace.mythinkscape.com/store/redtkids,Primary,OTHER,English,"Critical Thinking resources for K-6 students. ree downloadable lesson plans, parent/teacher resources, and activities, all in support of critical thinking. Accompanying videos are available on our YouTube channel (Red T Kids' Media). Need an account to access resources. ",FREE Need an account to access resources. ,All Rights Reserved,
Online,Refugee Phrase Book,https://refugeephrasebook.de/,Secondary,OTHER,Arabic,"Refugee Phrasebook, 28 language crowd-sourced phrasebook with vocabulary specific to the needs of refugees (orientation, health and legal)",FREE,Public Domain,
Online,Refugees on Rails,http://refugeesonrails.org/en/,Secondary,OTHER,Arabic,Access to laptops for refugees donated by organizations,FREE,Other,
Online,Rockalingua,https://rockalingua.com/,"Primary, Secondary",LITERACY,Spanish,"Music Based Spanish Learning. Some resources are free, while others require a paid subscription",FREE,All Rights Reserved,
Online,Rubin,https://danny50f1e1.clickfunnels.com/squeeze-page1584126067584,Secondary,LITERACY,English,"Rubin is a leading provider of online training for business communication skills for K-12 and higher ed. We provide hands-on exercises for email etiquette, phone etiquette, networking, interpersonal skills and much more. 11 Free courses from their online materials, otherwise paying.",FREE,All Rights Reserved,
Online,Saudi Digital Library,http://sdl3.summon.serialssolutions.com/#!/,Secondary,OTHER,Arabic,Digital library with educational resources- free of cost,FREE,Public Domain,
Online,Saylor Academy,https://www.saylor.org/,Secondary,OTHER,English,Saylor Academy provides free and open online courses and affordable college credit opportunities to students everywhere.,FREE,,
Online,Sciences for Lower Secondary Learners (العربيّة),,Secondary,OTHER,Arabic,"يقدّم الأستاذ أحمد الحوت من مصر شروحات لدروس في مادة الكيمياء والفيزياء والأحياء
  وعلوم الأرض للمرحلة العمرية من 13-16 سنة والتي يتم تدريسها بشكل واسع في المناهج المدرسية في كثير من دول المنطقة.",FREE,CC BY,
Online,Scratch,https://scratch.mit.edu/explore/projects/games/,Secondary,STEM,English,Creative computer programming. Scratch is always free and is available in more than 70 languages.,FREE,CC BY-SA,
Online,Sehha wa Sa’adah,https://www.youtube.com/user/dubaihealthauthority/playlists?shelf_id=10&view=50&sort=dd,"Primary, Secondary",HEALTH,Arabic,Videos on youtube on health related issues some animated others people speaking,FREE,CC BY,
Online,SEPUP,https://sepuplhs.org/,"Primary, Secondary",STEM,English,"Free science simulations, scientist profiles, and other digital resources for middle school science and high school biolgy. No log in required.",FREE Always ,All Rights Reserved,
Online,Sesame Workshop - Iftah Ya Sim Sim,"http://iftahyasimsim.com/
 https://www.youtube.com/playlist?list=PLc4t1-K0nthvSUhYtc43BiG-Z9LK2mw5D",ECE,OTHER,Arabic,Iftah Ya Simsim -- Arabic: افتح يا سمسم,FREE,All Rights Reserved,
Online,Skooler,https://skooler.com/,Tool,OTHER,English,Tools to turn microsoft office into an education platform,FREEapp and tools,All Rights Reserved,
Online,Skype,https://www.skype.com/en/,Tool,OTHER,English,"Video and audio calls with talk, chat,collaboration",FREEapp and tools,All Rights Reserved,
Online,Spelling Shed,spellingshed.com,Primary,LITERACY,English,"K-5 (4 - 11 year old) vocabulary and spelling intervention web game, app and scheme",FREE,All Rights Reserved,
Online,SplashLearn,https://support.splashlearn.com/hc/en-us/articles/360044282794-How-SplashLearn-can-help-you-manage-your-class-effectively-during-Coronavirus-outbreak,Primary,STEM,English,"SplashLearn is a curriculum-aligned learning program that covers kindergarten to grade 5 math skills through engaging games. It’s available on iOS, Android and web. Free and premium versions available for teachers.",FREE,All Rights Reserved,
Online,Springster,https://www.girleffect.org/what-we-do/mobile-platforms/springster/,Secondary,OTHER,English,"Springster digitally connects marginalised and vulnerable girls to online content designed to equip them with the knowledge, confidence and connections they need to navigate the complex choices of adolescence Springster is a global mobile brand available to girls in 8 languages and 15 countries, including South Africa, Ghana, Indonesia, Nigeria, Bangladesh and Kenya.  partnerships with Facebook and KaiOS, girls can access content without data charges",FREE,All Rights Reserved,
Online,ST Math,www.stmath.com/coronavirus,ECE,STEM,English,"ST Math is an award-winning visual instructional program for grades K through 8.  Families can still get access to ST Math at no cost through June 30, 2023",FREE,All Rights Reserved,
Online,ST Math,www.stmath.com/coronavirus,Primary,STEM,English,"ST Math is an award-winning visual instructional program for grades K through 8. Families can still get access to ST Math at no cost through June 30, 2023",FREE,All Rights Reserved,
Online,Starfall,https://www.starfall.com/h/,"ECE, Primary",LITERACY,"English, Spanish",Starfall.com is a powerful tool that provides hours and hours of engaging educational content for pre-school and grade school kids. It uses animation and sound to engage children in the learning process.,FREE,All Rights Reserved,
Online,STEMhero,STEMhero.com/meter-leak-hunt,Secondary,STEM,English,"Hunt down and fix water leaks, analyze data, as a fun+productive activity for students at home ",FREE,All Rights Reserved,
Online,StoryJumper,https://www.storyjumper.com,"ECE, Primary, Secondary",LITERACY,Multiple,"With StoryJumper, any K-12 student can become a Published Author of a hardcover book that is delivered to their home. They'll have a great time showing their classmates their published book when school is back in session!",FREE,All Rights Reserved,
