psu,reportingYear,entityName,dunsNumber,ueiNumber,ncesNumber,isLea,esser3SeaReserveTotalAwarded,esser3SeaReserveTotalExpendedCurrent,esser3SeaReserveLostTimeAwarded,esser3SeaReserveLostTimeExpendedPrior,esser3SeaReserveLostTimeExpendedCurrent,esser3SeaReserveSummerAwarded,esser3SeaReserveSummerExpendedPrior,esser3SeaReserveSummerExpendedCurrent,esser3SeaReserveAftSchAwarded,esser3SeaReserveAftSchExpendedPrior,esser3SeaReserveAftSchExpendedCurrent,esser3SeaReserveOtherAwarded,esser3SeaReserveOtherExpendedPrior,esser3SeaReserveOtherExpendedCurrent,esser3SeaReserveUsedPhysical,esser3SeaReserveUsedAcademic,esser3SeaReserveUsedMental,esser3SeaReserveUsedOperational,esser3SeaReserveRemaining,esser3SeaReserveRemainingPhysical,esser3SeaReserveRemainingAcademic,esser3SeaReserveRemainingMental,esser3SeaReserveRemainingOperational,esser3SeaReserveRemainingUndetermined,esser3MandatorySubgrantAwarded,esser3MandatoryExpendedPrior,esser3MandatoryExpendedCurrent,total expended,esser3MandPhysicalExpendedTotal,esser3MandPhysicalPersonnelSalaries,esser3MandPhysicalPersonnelBenefits,esser3MandPhysicalTechnical,esser3MandPhysicalPropertyServices,esser3MandPhysicalOtherServices,esser3MandPhysicalSupplies,esser3MandPhysicalProperty,esser3MandPhysicalDebtService,esser3MandPhysicalOtherItems,esser3MandAcademicExpendedTotal,esser3MandAcademicPersonnelSalaries,esser3MandAcademicPersonnelBenefits,esser3MandAcademicTechnical,esser3MandAcademicPropertyServices,esser3MandAcademicOtherServices,esser3MandAcademicSupplies,esser3MandAcademicProperty,esser3MandAcademicDebtService,esser3MandAcademicOtherItems,esser3MandMentalExpendedTotal,esser3MandMentalPersonnelSalaries,esser3MandMentalPersonnelBenefits,esser3MandMentalTechnical,esser3MandMentalPropertyServices,esser3MandMentalOtherServices,esser3MandMentalSupplies,esser3MandMentalProperty,esser3MandMentalDebtService,esser3MandMentalOtherItems,esser3MandOperationalExpendedTotal,esser3MandOperationalPersonnelSalaries,esser3MandOperationalPersonnelBenefits,esser3MandOperationalTechnical,esser3MandOperationalPropertyServices,esser3MandOperationalOtherServices,esser3MandOperationalSupplies,esser3MandOperationalProperty,esser3MandOperationalDebtService,esser3MandOperationalOtherItems,esser3Mand20ExpendedPrior,esser3Mand20ExpendedCurrent,esser3Mand20PhysicalExpendedTotal,esser3Mand20PhysicalPersonnelSalaries,esser3Mand20PhysicalPersonnelBenefits,esser3Mand20PhysicalTechnical,esser3Mand20PhysicalPropertyServices,esser3Mand20PhysicalOtherServices,esser3Mand20PhysicalSupplies,esser3Mand20PhysicalProperty,esser3Mand20PhysicalDebtService,esser3Mand20PhysicalOtherItems,esser3Mand20AcademicExpendedTotal,esser3Mand20AcademicPersonnelSalaries,esser3Mand20AcademicPersonnelBenefits,esser3Mand20AcademicTechnical,esser3Mand20AcademicPropertyServices,esser3Mand20AcademicOtherServices,esser3Mand20AcademicSupplies,esser3Mand20AcademicProperty,esser3Mand20AcademicDebtService,esser3Mand20AcademicOtherItems,esser3Mand20MentalExpendedTotal,esser3Mand20MentalPersonnelSalaries,esser3Mand20MentalPersonnelBenefits,esser3Mand20MentalTechnical,esser3Mand20MentalPropertyServices,esser3Mand20MentalOtherServices,esser3Mand20MentalSupplies,esser3Mand20MentalProperty,esser3Mand20MentalDebtService,esser3Mand20MentalOtherItems,esser3Mand20OperationalExpendedTotal,esser3Mand20OperationalPersonnelSalaries,esser3Mand20OperationalPersonnelBenefits,esser3Mand20OperationalTechnical,esser3Mand20OperationalPropertyServices,esser3Mand20OperationalOtherServices,esser3Mand20OperationalSupplies,esser3Mand20OperationalProperty,esser3Mand20OperationalDebtService,esser3Mand20OperationalOtherItems,esser3MandPhysicalBuilding,esser3MandPhysicalMeals,esser3MandPhysicalCleaning,esser3MandPhysicalTempClassroom,esser3MandPhysicalTempTransportation,esser3MandPhysicalCapacityBuilding,esser3MandPhysicalHealthProtocols,esser3MandAcademicExtendedLearning,esser3MandAcademicTutoring,esser3MandAcademicAddlStaff,esser3MandAcademicScreening,esser3MandAcademicCoordination,esser3MandAcademicEcp,esser3MandAcademicHardware,esser3MandAcademicWifi,esser3MandAcademicCurriculum,esser3MandAcademicCoreStaff,esser3MandAcademicTalent,esser3MandMentalAddlStaff,esser3MandOperationalMcKinney,esser3MandOperationalEsea,esser3MandOperationalIdea,esser3MandOperationalAefla,esser3MandOperationalPerkins,esser3MandOperationalOtherActivities,esser3MandatoryRemaining,esser3MandatoryRemainingPhysical,esser3MandatoryRemainingAcademic,esser3MandatoryRemainingMental,esser3MandatoryRemainingOperational,esser3MandatoryRemainingUndetermined,esser3Mand20Reserve,esser3Mand20ReserveExpendedCurrent,esser3Mand20Summer,esser3Mand20AftSch,esser3Mand20ExtendedTime,esser3Mand20Tutoring,esser3Mand20AddlTeachers,esser3Mand20StaffSocial,esser3Mand20StaffMental,esser3Mand20StaffStudentNeeds,esser3Mand20Screening,esser3Mand20Coordination,esser3Mand20EarlyChildhood,esser3Mand20Curriculum,esser3Mand20Capacity,esser3Mand20Other,suppressedValues,Total LL,Unnamed: 166
61X,2023.0,Jackson Day School,933296894.0,UT6XKGGN2EG4,3700441.0,True,228231.0,78518.0,46483.0,46483.0,0.0,0.0,0.0,0.0,18445.0,0.0,18445.0,163303.0,100749.0,60073.0,False,True,False,True,2481.0,0.0,0.0,0.0,0.0,100.0,103911.0,103743.0,168.0,103911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
51B,2023.0,Johnston Charter Academy,810833360.0,DN4JKMR79SS1,3700430.0,True,173388.0,0.0,30142.0,30142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143246.0,6305.0,0.0,,,,,136941.0,0.0,0.0,0.0,0.0,100.0,162354.0,161154.0,1200.0,162354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
510,2023.0,Johnston County,100058676.0,HP51MNJMFQ61,3702370.0,True,3370269.0,229195.0,2442448.0,2336931.0,22152.0,0.0,0.0,0.0,0.0,0.0,0.0,927821.0,0.0,207043.0,True,True,True,True,720778.0,8.0,89.0,3.0,0.0,0.0,65765175.0,6773185.0,6028229.0,12801414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776012.0,2210205.0,289791.0,65301.0,0.0,46531.0,164184.0,0.0,0.0,0.0,342223.0,242518.0,99705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909994.0,1203870.0,378903.0,0.0,0.0,0.0,817882.0,0.0,0.0,509339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216124.0,546860.0,1788578.0,876.0,59389.0,0.0,0.0,117097.0,0.0,47087.0,0.0,0.0,342223.0,0.0,2197030.0,74621.0,0.0,0.0,638344.0,52963761.0,61.0,35.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
520,2023.0,Jones County,367814660.0,DYFZG7A5THX5,3702400.0,True,176914.0,44715.0,103367.0,103367.0,0.0,24406.0,0.0,11474.0,24769.0,0.0,17974.0,24372.0,5684.0,15267.0,False,True,True,False,3421.0,0.0,79.0,21.0,0.0,0.0,3578050.0,1259462.0,0.0,1259462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733756.0,148306.0,2667.0,2473.0,0.0,71138.0,0.0,72028.0,0.0,0.0,0.0,2153.0,2000.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583297.0,368306.0,170288.0,13324.0,0.0,0.0,0.0,0.0,0.0,31379.0,71138.0,0.0,5140.0,0.0,72028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441559.0,1944.0,0.0,0.0,139794.0,1584832.0,34.0,46.0,0.0,20.0,0.0,733756.0,733756.0,12746.0,0.0,0.0,0.0,13324.0,102577.0,0.0,0.0,0.0,0.0,185581.0,0.0,419528.0,0.0,,733756.0,0.205071477480751
132,2023.0,Kannapolis City,807887794.0,HQEJWKVC6JW1,3702430.0,True,562706.0,166599.0,344120.0,294961.0,5278.0,0.0,0.0,0.0,129583.0,0.0,99153.0,89003.0,0.0,62168.0,True,True,True,True,26835.0,10.0,80.0,10.0,0.0,0.0,12029632.0,2500688.0,4446882.0,6947570.0,185746.6,69238.22,15333.73,0.0,0.0,0.0,101174.65,0.0,0.0,0.0,581850.02,157757.96,39178.7,122.55,0.0,0.0,372905.0,11885.81,0.0,0.0,58472.76,39509.69,18963.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620812.59,2121434.04,685436.21,15167.75,0.0,0.0,87758.36,0.0,0.0,711016.23,0.0,161321.0,6738.4,2511.78,556.27,0.0,0.0,0.0,3670.35,0.0,0.0,0.0,21107.98,5723.04,1421.3,4.45,0.0,0.0,13528.0,431.19,0.0,0.0,2121.24,1433.31,687.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131353.41,76959.96,24865.79,550.25,0.0,0.0,3183.64,0.0,0.0,25793.77,0.0,0.0,146051.0,0.0,46434.0,0.0,0.0,118305.0,32526.0,952.0,57533.0,0.0,0.0,393642.0,0.0,0.0,0.0,0.0,60594.0,0.0,2684762.0,197448.0,0.0,0.0,869956.0,4920741.0,0.0,0.0,0.0,0.0,100.0,161321.0,161321.03,0.0,0.0,0.0,0.0,5918.0,0.0,99153.0,0.0,0.0,0.0,38630.0,0.0,0.0,17620.0,,161321.0,0.0134103021605316
32D,2023.0,Kestrel Heights School,703328740.0,L92ZBRDJ9BX5,3700055.0,True,47079.0,19689.0,26723.0,26723.0,0.0,0.0,0.0,0.0,14522.0,0.0,14000.0,5834.0,0.0,5689.0,False,False,False,True,145.0,0.0,0.0,0.0,0.0,100.0,685097.0,175981.0,106736.0,282717.0,66212.0,0.0,0.0,0.0,0.0,66212.0,0.0,0.0,0.0,0.0,7849.0,0.0,0.0,0.0,0.0,0.0,7849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32675.0,26174.0,5103.0,0.0,0.0,0.0,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66212.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,6275.0,0.0,0.0,0.0,26400.0,402380.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
60L,2023.0,Kipp Charlotte Charter School,868911236.0,CEY8Z6G8WTX7,3700142.0,True,64403.0,0.0,51520.0,51520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12883.0,3000.0,0.0,,,,,9883.0,0.0,0.0,0.0,0.0,100.0,3126739.0,0.0,1304359.0,1304359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235547.0,168203.0,37436.0,29908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068812.0,264933.0,59715.0,615311.0,0.0,128853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29908.0,0.0,0.0,0.0,205639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120137.0,0.0,0.0,0.0,948675.0,1822380.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
32S,2023.0,Kipp Durham College Prep,984061720.0,STDKHRGL6VA1,3700385.0,True,25468.0,0.0,21540.0,21540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928.0,0.0,0.0,,,,,3928.0,0.0,0.0,0.0,0.0,100.0,1279276.0,0.0,739388.0,739388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201067.0,100576.0,18233.0,82258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538321.0,115502.0,18852.0,344496.0,0.0,59471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82258.0,0.0,0.0,0.0,118809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72799.0,0.0,0.0,0.0,465522.0,539888.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
42A,2023.0,Kipp Halifax College Preparat,984061730.0,D2YWYCTL9VS9,3700375.0,True,46086.0,0.0,39366.0,39366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6720.0,0.0,0.0,,,,,6720.0,0.0,0.0,0.0,0.0,100.0,1704613.0,0.0,835302.0,835302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106702.0,87532.0,19170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728600.0,238756.0,28240.0,377684.0,0.0,83920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198939.0,0.0,0.0,0.0,529660.0,869311.0,0.0,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
81B,2023.0,Lake Lure Classical Academy,965165892.0,CE5HYGJABEE9,3700318.0,True,50706.0,2500.0,31233.0,31233.0,0.0,0.0,0.0,0.0,12472.0,0.0,833.0,7001.0,0.0,1667.0,True,True,True,True,5334.0,0.0,0.0,0.0,0.0,100.0,454576.0,293824.0,0.0,293824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61252.0,58200.0,3052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61252.0,0.0,0.0,49500.0,0.0,0.0,0.0,0.0,,,,,,160752.0,160752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53052.0,0.0,0.0,58200.0,49500.0,0.0,,160752.0,0.353630636021259
60D,2023.0,Lake Norman Charter Sch,390436870.0,XFYBN7YAMCC7,3700064.0,True,1062716.0,149898.0,144594.0,134594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918122.0,104716.0,149898.0,False,True,False,False,663508.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
61J,2023.0,Lakeside Charter Academy,394996930.0,FNTCXUEJFKR8,,True,83854.0,26616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83854.0,16136.0,26616.0,False,True,False,False,41102.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
49F,2023.0,Langtree Charter Academy,708875753.0,MKL8QLYXS2M7,3700331.0,True,578548.0,10726.0,86160.0,86160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492388.0,0.0,10726.0,False,False,False,True,481662.0,0.0,0.0,0.0,0.0,100.0,152614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11730.0,11730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140884.0,0.0,100.0,0.0,0.0,0.0,11730.0,11730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11730.0,0.0,0.0,0.0,0.0,0.0,,11730.0,0.0768605763560355
530,2023.0,Lee County,100058734.0,G8MMU3BNSRN5,3702560.0,True,1399342.0,371100.0,785515.0,772756.0,7059.0,243094.0,0.0,199035.0,230006.0,0.0,43658.0,140727.0,0.0,121348.0,True,True,True,True,19379.0,0.0,99.0,0.0,1.0,0.0,18997393.0,8261887.0,5715697.0,13977584.0,1146564.14,243613.85,83422.48,70926.72,443167.86,5114.32,167563.52,132755.39,0.0,0.0,623085.29,240900.06,80683.36,1367.03,0.0,0.0,300134.84,0.0,0.0,0.0,112493.15,73499.5,19410.28,19583.37,0.0,0.0,0.0,0.0,0.0,0.0,3833554.4,1648358.0,571181.29,17239.41,0.0,2904.62,14097.53,0.0,0.0,1579773.55,0.0,1053523.0,211335.86,44903.15,15376.52,13073.28,81685.14,942.68,30885.48,24469.61,0.0,0.0,114847.71,44402.94,14871.64,251.97,0.0,0.0,55321.16,0.0,0.0,0.0,20734.85,13547.5,3577.72,3609.63,0.0,0.0,0.0,0.0,0.0,0.0,706604.6,303827.0,105280.71,3177.59,0.0,535.38,2598.47,0.0,0.0,291185.45,734456.0,254228.0,225554.0,0.0,143663.0,0.0,52558.0,28836.0,6270.0,199059.0,37186.0,0.0,78908.0,325399.0,0.0,9717.0,0.0,0.0,133228.0,0.0,1634416.0,291836.0,0.0,137295.0,2476611.0,3966286.0,18.0,57.0,5.0,20.0,0.0,1053523.0,1053523.02,159194.0,0.0,0.0,0.0,226809.0,0.0,0.0,0.0,0.0,0.0,424647.0,65402.0,177471.0,0.0,,1053523.0,0.0554561881201278
540,2023.0,Lenoir County,755798470.0,CXMCUN7YKHX5,3702610.0,True,1172529.0,168917.0,596431.0,498677.0,10797.0,204345.0,0.0,4209.0,195400.0,0.0,122177.0,176353.0,2075.0,31734.0,True,True,True,True,142544.0,0.0,40.0,10.0,50.0,0.0,32163416.0,1044584.0,4293942.0,5338526.0,317602.29,247678.28,69924.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275795.01,2100293.95,51653.94,23400.14,0.0,6432.29,94014.69,0.0,0.0,0.0,47472.85,35923.46,11549.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653071.84,1112926.71,505497.95,0.0,0.0,0.0,0.0,0.0,0.0,34647.18,0.0,9149.0,676.71,527.72,148.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4848.99,4475.05,110.06,49.86,0.0,13.71,200.31,0.0,0.0,0.0,101.15,76.54,24.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3522.16,2371.29,1077.05,0.0,0.0,0.0,0.0,0.0,0.0,73.82,40824.0,123284.0,95955.0,0.0,58216.0,0.0,46649.0,17624.0,1960514.0,97123.0,7929.0,0.0,51539.0,94215.0,5051.0,0.0,0.0,0.0,47574.0,0.0,1019488.0,227959.0,0.0,69874.0,339273.0,26815741.0,0.0,0.0,0.0,0.0,100.0,9149.0,9149.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9149.0,0.0,0.0,0.0,0.0,0.0,,9149.0,0.000284453616493969
291,2023.0,Lexington City,100058742.0,KQRGJ3GBEXD8,3702640.0,True,408295.0,62499.0,205709.0,205709.0,0.0,75264.0,0.0,45361.0,73604.0,0.0,17138.0,53718.0,40626.0,0.0,,,,,13092.0,0.0,0.0,0.0,0.0,100.0,10490620.0,3252964.0,2141466.0,5394430.0,1111027.95,0.0,0.0,1089603.48,0.0,0.0,21424.47,0.0,0.0,0.0,383533.53,59228.27,21863.2,417.05,0.0,11338.08,290686.93,0.0,0.0,0.0,10749.21,8134.06,2615.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636155.32,324400.35,124507.59,32557.92,0.0,19373.16,90159.71,0.0,0.0,45156.59,0.0,1709670.0,887005.05,0.0,0.0,869900.52,0.0,0.0,17104.53,0.0,0.0,0.0,306199.47,47285.73,17454.8,332.95,0.0,9051.92,232074.07,0.0,0.0,0.0,8581.79,6493.94,2087.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507883.68,258989.65,99402.41,25993.08,0.0,15466.84,71980.29,0.0,0.0,36051.41,1956627.0,0.0,0.0,0.0,41406.0,0.0,40013.0,2261.0,7032.0,139944.0,396.0,0.0,0.0,479698.0,20390.0,0.0,0.0,0.0,19331.0,0.0,847920.0,0.0,0.0,486.0,295632.0,3386520.0,43.0,10.0,41.0,6.0,0.0,1709670.0,1709669.99,12378.0,0.0,0.0,25766.0,39103.0,1139341.0,0.0,0.0,0.0,0.0,10425.0,0.0,482657.0,0.0,,1709670.0,0.162971301982152
